invoice_number,vendor_name,gst_number,invoice_category,payment_method,invoice_amount,tax_amount,payment_terms,invoice_date,due_date,vendor_frequency,duplicate_invoice,gst_valid,tax_mismatch,date_anomaly,amount_deviation,fraud
INV-100140,Prime Electronics,24ANSAA8207COZR,Maintenance,Credit Card,2367.02,426.06,45,2025-08-17 12:15:35.169560,2025-10-01 12:15:35.169560,38,0,1,0,0,0.83,0
INV-100141,ABC Technologies,32KGYSE5614S6ZF,Electronics,Cheque,9023.59,784.28,30,2026-01-15 12:15:35.169569,2026-02-14 12:15:35.169569,15,0,1,1,0,0.95,1
INV-100142,Bluechip Enterprises,21FFUIA3563T6Z4,Electronics,Cheque,98192.82,17674.71,60,2026-01-19 12:15:35.169580,2026-03-20 12:15:35.169580,63,0,1,0,0,1.47,0
INV-100143,Skyline Pvt Ltd,31NLWAH2196F9ZL,Hardware,Bank Transfer,77652.71,13977.49,30,2026-01-13 12:15:35.169590,2026-02-12 12:15:35.169590,40,0,1,0,0,1.06,0
INV-100144,ABC Technologies,15WZGFR9119MUZI,Consulting,Cheque,82174.57,14791.42,60,2025-08-19 12:15:35.169599,2025-10-18 12:15:35.169599,85,0,1,0,0,1.5,0
INV-100145,Prime Electronics,37KKDPC9638QXZY,Software,Credit Card,31024.29,5584.37,15,2026-03-25 12:15:35.169608,2026-04-09 12:15:35.169608,4,0,1,0,0,1.37,0
INV-100146,Future Innovations,33ANVMS2981SIZX,Software,Cheque,47411.57,8534.08,60,2026-01-21 12:15:35.169618,2026-03-22 12:15:35.169618,94,0,1,0,0,0.74,0
INV-100147,Future Innovations,27DCGMN0888EWZ6,Maintenance,Cheque,70815.56,12746.8,30,2025-12-18 12:15:35.169635,2026-01-17 12:15:35.169635,9,0,1,0,0,0.76,0
INV-100148,Future Innovations,26YVUKQ9749JEZC,Software,Bank Transfer,99893.3,17980.79,15,2025-09-18 12:15:35.169648,2025-10-03 12:15:35.169648,49,0,1,0,0,1.38,0
INV-100149,Vertex Systems,25LRPYZ7823A1ZD,Hardware,Bank Transfer,97360.88,17524.96,15,2025-12-04 12:15:35.169658,2025-12-19 12:15:35.169658,5,0,1,0,0,1.28,0
INV-100150,Global Traders,21KJVNG1453QTZF,Consulting,Credit Card,51308.46,9235.52,30,2026-02-25 12:15:35.169668,2026-03-27 12:15:35.169668,64,0,1,0,0,0.72,0
INV-100151,Bluechip Enterprises,21ZWSHT7686LCZ8,Hardware,Cheque,43338.69,7800.96,15,2025-07-20 12:15:35.169677,2025-08-04 12:15:35.169677,97,0,1,0,0,0.54,0
INV-100152,Global Traders,18ROAWL4400I9ZQ,Maintenance,Bank Transfer,51256.68,9226.2,30,2025-08-08 12:15:35.169687,2025-09-07 12:15:35.169687,49,0,1,0,0,0.71,0
INV-100153,XYZ Solutions,30HGZTV1454MRZG,Hardware,Credit Card,31443.03,5659.75,15,2026-04-14 12:15:35.169697,2026-04-29 12:15:35.169697,100,0,1,0,0,5.23,1
INV-100154,Future Innovations,25IVUDC0820V7Z6,Maintenance,Credit Card,72270.58,13008.7,45,2025-10-09 12:15:35.169709,2025-11-23 12:15:35.169709,24,0,1,0,0,0.96,0
INV-100155,TechNova,35WAPTT3561SXZZ,Maintenance,UPI,30733.35,3632.73,30,2026-01-30 12:15:35.169719,2026-03-01 12:15:35.169719,72,0,1,1,0,0.77,1
INV-100156,Future Innovations,22TRYEU1400L5Z1,Maintenance,Cheque,12734.06,2292.13,45,2025-12-31 12:15:35.169732,2026-02-14 12:15:35.169732,40,0,1,0,0,0.76,0
INV-100157,TechNova,12TXATF8764VJZW,Maintenance,UPI,60798.0,10943.64,30,2026-06-01 12:15:35.169741,2026-05-20 12:15:35.169741,70,0,1,0,1,1.24,1
INV-100158,Future Innovations,20CVSQA5772JOZ8,Electronics,Credit Card,25792.49,4642.65,15,2025-07-14 12:15:35.169752,2025-07-29 12:15:35.169752,79,0,1,0,0,0.87,0
INV-100159,Prime Electronics,25PGZJN0280UVZ6,Consulting,Credit Card,10841.54,1951.48,45,2026-02-07 12:15:35.169763,2026-01-17 12:15:35.169763,80,0,1,0,1,0.91,1
INV-100160,Prime Electronics,13PEZEI7559QZZ1,Consulting,Credit Card,24847.99,4472.64,15,2025-07-02 12:15:35.169781,2025-07-17 12:15:35.169781,15,0,1,0,0,0.94,0
INV-100161,Skyline Pvt Ltd,27RQMVH4491EIZ3,Hardware,Bank Transfer,52353.27,9423.59,60,2025-07-22 12:15:35.169792,2025-09-20 12:15:35.169792,78,0,1,0,0,5.81,1
INV-100162,Bluechip Enterprises,25CUDVC7532THZL,Maintenance,UPI,30845.93,6027.13,45,2025-11-16 12:15:35.169803,2025-12-31 12:15:35.169803,82,0,1,1,0,1.2,1
INV-100163,XYZ Solutions,19LKVDN1243BJZT,Maintenance,Credit Card,45331.62,11446.51,60,2025-11-18 12:15:35.169814,2026-01-17 12:15:35.169814,12,0,1,1,0,0.98,1
INV-100164,Bluechip Enterprises,29ZDVLT9695UHZ8,Maintenance,Cheque,19273.99,3469.32,60,2025-08-23 12:15:35.169826,2025-08-21 12:15:35.169826,28,0,1,0,1,0.82,1
INV-100165,Apex Supplies,11QNIWO8516C4ZJ,Software,UPI,91998.82,16559.79,15,2026-03-09 12:15:35.169840,2026-03-24 12:15:35.169840,96,0,1,0,0,3.22,1
INV-100166,Apex Supplies,22XFQTC8457FPZD,Software,Bank Transfer,31843.35,5731.8,60,2026-02-16 12:15:35.169851,2026-04-17 12:15:35.169851,36,1,1,0,0,1.09,1
INV-100167,Bluechip Enterprises,17QHJYO3408JZZG,Software,UPI,42864.87,7715.68,60,2025-11-09 12:15:35.169861,2026-01-08 12:15:35.169861,77,0,1,0,0,1.45,0
INV-100168,TechNova,18QACGW0310SRZ2,Software,Bank Transfer,25269.3,4548.47,60,2025-08-07 12:15:35.169870,2025-10-06 12:15:35.169870,89,0,1,0,0,1.5,0
INV-100169,Apex Supplies,29TNVSS8984FRZ3,Electronics,Credit Card,54467.07,9804.07,60,2025-08-26 12:15:35.169881,2025-10-25 12:15:35.169881,71,0,1,0,0,1.23,0
INV-100170,XYZ Solutions,24UETPV5689QEZS,Hardware,UPI,30852.09,5553.38,45,2026-01-13 12:15:35.169892,2026-02-27 12:15:35.169892,47,0,1,0,0,0.7,0
INV-100171,Vertex Systems,14OJHVV8114FLZO,Maintenance,UPI,55396.42,9971.36,45,2026-04-21 12:15:35.169924,2026-06-05 12:15:35.169924,57,0,1,0,0,0.52,0
INV-100172,ABC Technologies,29DCNBS5987K3ZE,Hardware,Bank Transfer,90330.55,16259.5,45,2026-05-17 12:15:35.169955,2026-07-01 12:15:35.169955,25,0,1,0,0,1.15,0
INV-100173,Vertex Systems,22VMIQQ5545G9ZT,Maintenance,Bank Transfer,25554.88,4599.88,15,2025-08-10 12:15:35.169971,2025-08-25 12:15:35.169971,73,0,1,0,0,1.32,0
INV-100174,Global Traders,30UNPEZ2490HGZP,Hardware,Bank Transfer,43988.46,7917.92,45,2026-06-20 12:15:35.169983,2026-08-04 12:15:35.169983,79,0,1,0,0,0.73,0
INV-100175,Global Traders,33YNWNE1587CQZY,Consulting,Credit Card,26655.79,4798.04,45,2025-07-05 12:15:35.169993,2025-08-19 12:15:35.169993,43,0,1,0,0,1.45,0
INV-100176,Prime Electronics,37YEDZT9042MGZH,Consulting,UPI,63817.72,11487.19,60,2025-07-03 12:15:35.170003,2025-09-01 12:15:35.170003,62,0,1,0,0,0.72,0
INV-100177,Prime Electronics,11LKOZK5028PYZS,Electronics,Bank Transfer,60493.3,10888.79,45,2025-07-16 12:15:35.170012,2025-08-30 12:15:35.170012,7,0,1,0,0,6.68,1
INV-100178,Prime Electronics,GST123,Maintenance,Credit Card,74652.65,13437.48,30,2026-06-06 12:15:35.170025,2026-07-06 12:15:35.170025,68,0,0,0,0,1.06,1
INV-100179,Apex Supplies,17MUZTP9384LXZ9,Maintenance,Credit Card,39891.96,7180.55,30,2025-08-06 12:15:35.170037,2025-09-05 12:15:35.170037,7,0,1,0,0,1.04,0
INV-100180,XYZ Solutions,10GJNZF9908RMZS,Maintenance,Credit Card,62382.34,11228.82,15,2025-07-03 12:15:35.170046,2025-07-18 12:15:35.170046,43,0,1,0,0,1.09,0
INV-100181,TechNova,34ZCSGU6378UPZD,Consulting,UPI,40607.31,7309.32,15,2026-05-16 12:15:35.170056,2026-05-31 12:15:35.170056,44,0,1,0,0,1.19,0
INV-100182,ABC Technologies,11FLZON4216UCZ0,Electronics,Cheque,63868.8,11496.38,60,2025-07-06 12:15:35.170066,2025-09-04 12:15:35.170066,62,0,1,0,0,0.62,0
INV-100183,XYZ Solutions,11NYOOU3228CSZ8,Software,Cheque,76113.21,13700.38,60,2025-07-20 12:15:35.170075,2025-09-18 12:15:35.170075,55,0,1,0,0,0.59,0
INV-100184,Apex Supplies,16PLADQ8285NCZB,Electronics,UPI,94378.23,16988.08,30,2026-05-01 12:15:35.170089,2026-05-31 12:15:35.170089,49,0,1,0,0,0.83,0
INV-100185,Future Innovations,30WOVDS6472QWZC,Consulting,Cheque,91673.32,16501.2,30,2026-04-06 12:15:35.170099,2026-05-06 12:15:35.170099,68,0,1,0,0,4.88,1
INV-100186,XYZ Solutions,25ZTJEJ5041NGZ7,Electronics,Credit Card,8915.53,1604.8,15,2026-02-01 12:15:35.170109,2026-02-16 12:15:35.170109,98,0,1,0,0,1.2,0
INV-100187,Apex Supplies,34SVOSD5647EWZQ,Software,Cheque,30343.03,5461.75,45,2025-11-23 12:15:35.170119,2026-01-07 12:15:35.170119,54,0,1,0,0,0.61,0
INV-100188,Prime Electronics,31QYXQH2993QFZI,Maintenance,Cheque,15831.6,2849.69,60,2025-09-01 12:15:35.170128,2025-08-12 12:15:35.170128,81,0,1,0,1,0.78,1
INV-100189,Bluechip Enterprises,21UDPTO8459HOZ3,Hardware,Cheque,33508.75,6031.57,15,2025-06-21 12:15:35.170141,2025-06-02 12:15:35.170141,2,0,1,0,1,0.62,1
INV-100190,Apex Supplies,25TJKTH8555CDZA,Maintenance,Credit Card,21227.79,3821.0,60,2026-05-23 12:15:35.170153,2026-07-22 12:15:35.170153,50,0,1,0,0,0.78,0
INV-100191,TechNova,14WODKL4682TLZU,Hardware,Cheque,62780.98,11300.58,30,2025-10-14 12:15:35.170164,2025-11-13 12:15:35.170164,39,0,1,0,0,0.6,0
INV-100192,Apex Supplies,10SLXID1410M0ZC,Software,Cheque,6330.64,2957.81,15,2026-06-08 12:15:35.170174,2026-06-23 12:15:35.170174,100,0,1,1,0,0.77,1
INV-100193,Apex Supplies,20UZTSE8787I2ZH,Maintenance,Credit Card,70833.91,12750.1,15,2025-11-22 12:15:35.170184,2025-12-07 12:15:35.170184,22,0,1,0,0,1.26,0
INV-100194,Future Innovations,22DIWTM1741W5ZT,Electronics,UPI,11608.06,2089.45,15,2025-09-10 12:15:35.170194,2025-09-25 12:15:35.170194,67,0,1,0,0,1.11,0
INV-100195,Vertex Systems,18QQNMM3560POZQ,Hardware,UPI,71276.66,12829.8,30,2025-08-10 12:15:35.170203,2025-09-09 12:15:35.170203,42,0,1,0,0,0.98,0
INV-100196,Skyline Pvt Ltd,31THCZK7547C7Z6,Electronics,Credit Card,99582.59,17924.87,15,2025-12-07 12:15:35.170214,2025-12-22 12:15:35.170214,44,0,1,0,0,1.15,0
INV-100197,Prime Electronics,13XRACI8972LHZY,Maintenance,UPI,61654.7,11097.85,15,2026-04-19 12:15:35.170224,2026-05-04 12:15:35.170224,77,0,1,0,0,0.93,0
INV-100198,ABC Technologies,15MXQFW5392WHZ5,Hardware,Credit Card,84114.94,15140.69,15,2025-08-19 12:15:35.170233,2025-09-03 12:15:35.170233,28,0,1,0,0,0.72,0
INV-100199,XYZ Solutions,33SYNSE1706DNZE,Hardware,Bank Transfer,29310.69,5275.92,30,2025-10-12 12:15:35.170243,2025-11-11 12:15:35.170243,33,0,1,0,0,1.45,0
INV-100200,Prime Electronics,25PZLSQ1769WWZ1,Software,Credit Card,94300.59,16974.11,45,2026-05-13 12:15:35.170252,2026-06-27 12:15:35.170252,43,0,1,0,0,0.73,0
INV-100201,Future Innovations,19RHZOY2973V5ZH,Electronics,Cheque,42520.47,7653.68,15,2026-05-16 12:15:35.170268,2026-05-31 12:15:35.170268,63,0,1,0,0,0.76,0
INV-100202,TechNova,11TKQZC9157U7ZO,Software,Cheque,24751.38,4455.25,45,2025-09-10 12:15:35.170279,2025-10-25 12:15:35.170279,53,0,1,0,0,0.77,0
INV-100203,Vertex Systems,27TNCTE7683VWZZ,Electronics,Cheque,28093.31,5056.8,15,2025-08-19 12:15:35.170288,2025-09-03 12:15:35.170288,54,0,1,0,0,1.04,0
INV-100204,Bluechip Enterprises,16OFRXZ5114G6ZG,Consulting,UPI,4370.87,786.76,60,2026-04-01 12:15:35.170297,2026-05-31 12:15:35.170297,60,0,1,0,0,1.18,0
INV-100205,ABC Technologies,23NHBZJ2045DRZ6,Hardware,Credit Card,88466.18,15923.91,60,2025-11-20 12:15:35.170307,2026-01-19 12:15:35.170307,49,0,1,0,0,2.8,1
INV-100206,Prime Electronics,14JSPTB8826TLZV,Hardware,UPI,57970.69,10434.72,60,2026-06-07 12:15:35.170317,2026-08-06 12:15:35.170317,5,0,1,0,0,0.58,0
INV-100207,TechNova,31LRZNK8444RVZR,Maintenance,Bank Transfer,92108.9,16579.6,15,2026-03-15 12:15:35.170327,2026-03-30 12:15:35.170327,43,0,1,0,0,2.45,1
INV-100208,TechNova,16DGKQA0025U3ZC,Software,Bank Transfer,63300.38,11394.07,30,2025-09-19 12:15:35.170337,2025-10-19 12:15:35.170337,55,0,1,0,0,6.29,1
INV-100209,Future Innovations,28TEGYD4351U4ZT,Electronics,Bank Transfer,1483.34,267.0,30,2025-12-17 12:15:35.170348,2026-01-16 12:15:35.170348,26,0,1,0,0,0.63,0
INV-100210,Prime Electronics,14MCMWY3023APZ3,Software,Cheque,57435.67,10338.42,60,2026-04-06 12:15:35.170357,2026-06-05 12:15:35.170357,6,0,1,0,0,0.68,0
INV-100211,Future Innovations,30DENEE1390UBZV,Consulting,UPI,47560.6,8560.91,15,2025-10-11 12:15:35.170367,2025-10-26 12:15:35.170367,9,0,1,0,0,1.11,0
INV-100212,XYZ Solutions,32QGVAC7170L8ZR,Electronics,UPI,88118.42,15861.32,30,2025-09-04 12:15:35.170377,2025-10-04 12:15:35.170377,95,0,1,0,0,1.2,0
INV-100213,Bluechip Enterprises,37MGLTD7053YEZR,Maintenance,Credit Card,16185.34,2913.36,45,2026-03-18 12:15:35.170397,2026-05-02 12:15:35.170397,2,0,1,0,0,0.98,0
INV-100214,TechNova,29YUNZI5609IVZF,Electronics,Credit Card,19468.33,3504.3,30,2025-08-25 12:15:35.170408,2025-09-24 12:15:35.170408,20,0,1,0,0,1.06,0
INV-100215,Apex Supplies,34KTSAM0351Q2Z9,Software,UPI,50330.84,9059.55,45,2026-01-14 12:15:35.170418,2026-02-28 12:15:35.170418,75,0,1,0,0,1.05,0
INV-100216,Global Traders,36HXKDF2525MEZ0,Consulting,Cheque,5380.46,1886.21,30,2026-04-23 12:15:35.170428,2026-05-23 12:15:35.170428,31,0,1,1,0,0.94,1
INV-100217,TechNova,19HAIXI4012F1ZC,Hardware,Bank Transfer,31545.75,5678.23,30,2025-07-23 12:15:35.170439,2025-08-22 12:15:35.170439,28,0,1,0,0,6.71,1
INV-100218,ABC Technologies,21PTZCR6021DXZ6,Electronics,Credit Card,50568.54,9102.34,60,2025-09-30 12:15:35.170454,2025-11-29 12:15:35.170454,24,0,1,0,0,1.5,0
INV-100219,Future Innovations,10SWVKX7255XQZI,Maintenance,UPI,35861.22,6455.02,15,2026-04-01 12:15:35.170469,2026-04-16 12:15:35.170469,93,0,1,0,0,1.07,0
INV-100220,Global Traders,32FNJDX6153MJZY,Maintenance,UPI,75857.75,13654.39,45,2025-09-06 12:15:35.170484,2025-10-21 12:15:35.170484,34,1,1,0,0,1.29,1
INV-100221,XYZ Solutions,30YRFWE7599ZTZN,Hardware,Bank Transfer,5385.54,969.4,45,2026-06-09 12:15:35.170500,2026-07-24 12:15:35.170500,13,0,1,0,0,0.9,0
INV-100222,Prime Electronics,37UXXXF3341E3ZA,Maintenance,Cheque,22313.45,4016.42,30,2025-12-01 12:15:35.170517,2025-12-31 12:15:35.170517,29,0,1,0,0,0.98,0
INV-100223,Prime Electronics,12345,Electronics,Bank Transfer,49866.89,8976.04,45,2026-03-12 12:15:35.170531,2026-04-26 12:15:35.170531,5,0,0,0,0,1.44,1
INV-100224,Apex Supplies,23CHNML1608MRZG,Hardware,Cheque,89056.99,16030.26,30,2026-01-02 12:15:35.170547,2026-02-01 12:15:35.170547,5,0,1,0,0,1.05,0
INV-100225,Skyline Pvt Ltd,17HZSFF2684ZQZ8,Software,Cheque,8456.76,1522.22,60,2026-04-25 12:15:35.170563,2026-06-24 12:15:35.170563,9,0,1,0,0,0.52,0
INV-100226,Future Innovations,29ZKGAG8859SLZR,Software,Bank Transfer,4252.18,765.39,15,2025-10-22 12:15:35.170578,2025-11-06 12:15:35.170578,99,0,1,0,0,4.33,1
INV-100227,Prime Electronics,34WZJWQ9440GWZN,Electronics,Credit Card,56128.82,10103.19,45,2025-11-18 12:15:35.170598,2026-01-02 12:15:35.170598,81,1,1,0,0,0.87,1
INV-100228,ABC Technologies,17OSIFD5718ZTZI,Maintenance,Bank Transfer,23880.21,4298.44,60,2025-07-21 12:15:35.170614,2025-09-19 12:15:35.170614,6,0,1,0,0,0.51,0
INV-100229,Prime Electronics,22DXIRG3565DOZ9,Hardware,UPI,50508.86,24871.7,45,2025-10-20 12:15:35.170628,2025-12-04 12:15:35.170628,16,0,1,1,0,0.75,1
INV-100230,Bluechip Enterprises,10DPCEU7198BDZY,Electronics,Credit Card,41012.05,7382.17,45,2026-03-31 12:15:35.170645,2026-05-15 12:15:35.170645,78,0,1,0,0,1.13,0
INV-100231,Vertex Systems,21ZCQYZ4759Z8ZO,Consulting,UPI,40635.57,7314.4,30,2025-11-22 12:15:35.170660,2025-12-22 12:15:35.170660,97,0,1,0,0,0.69,0
INV-100232,TechNova,22KWXEY8808I3ZB,Consulting,Cheque,29235.62,5262.41,45,2026-05-25 12:15:35.170675,2026-07-09 12:15:35.170675,39,0,1,0,0,1.43,0
INV-100233,ABC Technologies,16DEYEB5447L8ZG,Maintenance,Cheque,43739.57,7873.12,30,2026-04-18 12:15:35.170691,2026-05-18 12:15:35.170691,33,1,1,0,0,0.58,1
INV-100234,XYZ Solutions,21SPHPW3351EUZL,Hardware,Bank Transfer,25246.23,4544.32,15,2026-03-31 12:15:35.170709,2026-04-15 12:15:35.170709,55,0,1,0,0,0.91,0
INV-100235,TechNova,10MTQDV6126N4Z8,Electronics,Credit Card,60180.93,10832.57,15,2025-12-04 12:15:35.170726,2025-12-19 12:15:35.170726,37,0,1,0,0,1.19,0
INV-100236,TechNova,20PAEIL0243Q0ZW,Electronics,Credit Card,80278.3,14450.09,15,2026-04-21 12:15:35.170741,2026-05-06 12:15:35.170741,39,0,1,0,0,1.33,0
INV-100237,Bluechip Enterprises,21RGWHE5200SQZB,Hardware,Cheque,47272.51,8509.05,45,2025-09-30 12:15:35.170755,2025-11-14 12:15:35.170755,77,0,1,0,0,0.99,0
INV-100238,Future Innovations,34XQLYC0062C1ZH,Consulting,Cheque,8383.12,1508.96,45,2025-12-20 12:15:35.170771,2026-02-03 12:15:35.170771,62,1,1,0,0,1.37,1
INV-100239,TechNova,15GSRGA8979NQZK,Maintenance,Bank Transfer,72384.22,13029.16,30,2026-01-13 12:15:35.170786,2026-02-12 12:15:35.170786,86,0,1,0,0,0.64,0
INV-100240,Future Innovations,ABCDE,Consulting,Bank Transfer,74655.17,13437.93,45,2025-12-19 12:15:35.170800,2026-02-02 12:15:35.170800,95,0,0,0,0,1.22,1
INV-100241,Apex Supplies,26OLJLC1338VVZX,Maintenance,Credit Card,76325.21,13738.54,60,2026-04-21 12:15:35.170819,2026-06-20 12:15:35.170819,68,1,1,0,0,0.96,1
INV-100242,Global Traders,34FKKHW1563EQZC,Maintenance,Credit Card,64954.08,11691.73,60,2025-09-22 12:15:35.170835,2025-11-21 12:15:35.170835,57,0,1,0,0,0.96,0
INV-100243,Skyline Pvt Ltd,32KEFJX9852WPZM,Electronics,Bank Transfer,89708.41,16147.51,30,2026-01-16 12:15:35.170850,2026-02-15 12:15:35.170850,64,0,1,0,0,0.88,0
INV-100244,Bluechip Enterprises,GST123,Hardware,UPI,89263.02,16067.34,15,2026-02-25 12:15:35.170867,2026-03-12 12:15:35.170867,35,0,0,0,0,0.87,1
INV-100245,ABC Technologies,31YQIAL8272SXZV,Hardware,UPI,45800.09,8244.02,45,2026-04-09 12:15:35.170884,2026-05-24 12:15:35.170884,43,0,1,0,0,1.25,0
INV-100246,Apex Supplies,24YBLGS6813PNZA,Maintenance,Bank Transfer,47722.28,13013.09,60,2025-07-21 12:15:35.170898,2025-09-19 12:15:35.170898,17,0,1,1,0,0.89,1
INV-100247,TechNova,28EBBWM6867GYZU,Electronics,Cheque,36108.54,6499.54,60,2026-03-16 12:15:35.170917,2026-05-15 12:15:35.170917,44,0,1,0,0,0.61,0
INV-100248,Prime Electronics,11JBZUY9409DUZW,Consulting,Cheque,11074.18,1993.35,60,2025-10-23 12:15:35.170932,2025-12-22 12:15:35.170932,83,0,1,0,0,0.92,0
INV-100249,ABC Technologies,28ZNWPA2508HHZ6,Electronics,Credit Card,79029.77,14225.36,45,2025-10-29 12:15:35.170946,2025-12-13 12:15:35.170946,71,0,1,0,0,1.5,0
INV-100250,Apex Supplies,37JVZJD5498WSZW,Hardware,Cheque,76386.26,13749.53,15,2026-03-13 12:15:35.170961,2026-03-28 12:15:35.170961,19,0,1,0,0,1.17,0
INV-100251,Bluechip Enterprises,18RUIAB1873H6ZE,Electronics,Cheque,45508.23,8191.48,60,2026-05-21 12:15:35.170976,2026-07-20 12:15:35.170976,54,0,1,0,0,0.77,0
INV-100252,Global Traders,34DXIJK4622H0Z6,Software,Credit Card,22104.93,3978.89,60,2025-08-20 12:15:35.170991,2025-10-19 12:15:35.170991,95,0,1,0,0,0.72,0
INV-100253,Apex Supplies,27HGKLB4358XYZ3,Maintenance,Credit Card,55273.16,9949.17,15,2026-01-12 12:15:35.171006,2025-12-30 12:15:35.171006,91,0,1,0,1,1.05,1
INV-100254,Skyline Pvt Ltd,15MPVIY3131JTZV,Electronics,Cheque,56083.53,10095.04,60,2026-04-22 12:15:35.171023,2026-06-21 12:15:35.171023,34,0,1,0,0,1.38,0
INV-100255,Vertex Systems,25CVVMB5686YLZ8,Consulting,Credit Card,42021.92,7563.95,15,2025-09-22 12:15:35.171038,2025-10-07 12:15:35.171038,84,0,1,0,0,0.7,0
INV-100256,Future Innovations,24FLSZU6230V0ZQ,Electronics,Cheque,9317.82,1677.21,60,2026-05-27 12:15:35.171057,2026-07-26 12:15:35.171057,34,0,1,0,0,0.76,0
INV-100257,Prime Electronics,36DVYGZ4849RPZO,Consulting,Credit Card,13524.62,2434.43,15,2026-05-14 12:15:35.171072,2026-05-10 12:15:35.171072,5,0,1,0,1,0.91,1
INV-100258,Global Traders,15HOZCI4910ODZT,Maintenance,Cheque,87102.23,15678.4,30,2026-06-20 12:15:35.171090,2026-07-20 12:15:35.171090,66,0,1,0,0,1.31,0
INV-100259,ABC Technologies,22FRKOW8813MGZQ,Consulting,Bank Transfer,66462.81,11963.31,60,2025-08-03 12:15:35.171107,2025-07-23 12:15:35.171107,27,0,1,0,1,0.71,1
INV-100260,XYZ Solutions,33YWWWY5786J0ZU,Maintenance,Bank Transfer,1110.88,199.96,30,2025-12-06 12:15:35.171124,2026-01-05 12:15:35.171124,56,0,1,0,0,1.47,0
INV-100261,Bluechip Enterprises,21BPUSM6092NDZ9,Maintenance,Credit Card,87658.85,15778.59,15,2026-06-21 12:15:35.171138,2026-07-06 12:15:35.171138,68,0,1,0,0,0.74,0
INV-100262,Skyline Pvt Ltd,20LWNEC2097LTZB,Electronics,Bank Transfer,33738.7,6072.97,30,2025-11-24 12:15:35.171154,2025-12-24 12:15:35.171154,15,0,1,0,0,0.75,0
INV-100263,ABC Technologies,17VQXWX1236DGZN,Hardware,UPI,22854.49,4113.81,45,2025-10-25 12:15:35.171170,2025-12-09 12:15:35.171170,45,0,1,0,0,1.44,0
INV-100264,Global Traders,34PZXQN0886IRZN,Maintenance,Credit Card,37281.9,6710.74,15,2025-07-03 12:15:35.171184,2025-07-18 12:15:35.171184,54,0,1,0,0,1.28,0
INV-100265,Apex Supplies,13HWLEA7784DMZL,Consulting,UPI,2776.51,499.77,30,2026-03-03 12:15:35.171200,2026-04-02 12:15:35.171200,67,0,1,0,0,1.29,0
INV-100266,Prime Electronics,10HBXNL0764B3ZD,Electronics,Credit Card,43156.37,7768.15,30,2025-09-27 12:15:35.171215,2025-10-27 12:15:35.171215,31,0,1,0,0,0.76,0
INV-100267,Bluechip Enterprises,20LZMMF3331W3ZQ,Hardware,UPI,43678.03,7862.05,15,2025-10-31 12:15:35.171229,2025-11-15 12:15:35.171229,27,0,1,0,0,1.16,0
INV-100268,TechNova,28XHBEK7723WMZ4,Consulting,Credit Card,33525.0,6034.5,60,2025-08-08 12:15:35.171244,2025-10-07 12:15:35.171244,68,0,1,0,0,1.13,0
INV-100269,XYZ Solutions,37XXTRU0345OBZZ,Maintenance,Cheque,93731.27,16871.63,60,2025-10-07 12:15:35.171264,2025-12-06 12:15:35.171264,56,0,1,0,0,0.65,0
INV-100270,Bluechip Enterprises,23LTXUB0959XFZI,Hardware,Credit Card,8657.11,1558.28,15,2026-02-10 12:15:35.171273,2026-02-25 12:15:35.171273,93,0,1,0,0,1.4,0
INV-100271,Skyline Pvt Ltd,28JDGGU4837SVZ6,Hardware,Credit Card,63703.34,11466.6,15,2026-03-09 12:15:35.171283,2026-03-24 12:15:35.171283,54,0,1,0,0,1.03,0
INV-100272,Future Innovations,30OMIYU9697JPZ8,Maintenance,Cheque,61016.66,10983.0,45,2025-08-01 12:15:35.171292,2025-09-15 12:15:35.171292,92,0,1,0,0,1.11,0
INV-100273,Prime Electronics,30LCBGS1611W6ZN,Maintenance,Bank Transfer,66000.17,11880.03,15,2025-08-25 12:15:35.171301,2025-09-09 12:15:35.171301,36,0,1,0,0,0.86,0
INV-100274,Bluechip Enterprises,36ERMOA5947T1ZC,Consulting,UPI,20800.4,873.0,15,2025-07-12 12:15:35.171310,2025-07-27 12:15:35.171310,21,0,1,1,0,1.26,1
INV-100275,Vertex Systems,27ULXTL0713Z6ZR,Consulting,Cheque,78550.78,14139.14,30,2026-06-21 12:15:35.171321,2026-07-21 12:15:35.171321,2,0,1,0,0,1.27,0
INV-100276,Bluechip Enterprises,33XTRRR8206GNZP,Software,UPI,76332.09,13739.78,30,2026-05-27 12:15:35.171331,2026-06-26 12:15:35.171331,41,0,1,0,0,6.37,1
INV-100277,TechNova,18EQUHC1603J8ZU,Hardware,UPI,32148.86,5786.79,30,2025-07-18 12:15:35.171344,2025-08-17 12:15:35.171344,42,0,1,0,0,1.39,0
INV-100278,Prime Electronics,27VFQKM8286T8ZN,Software,Bank Transfer,57531.5,10355.67,30,2026-06-08 12:15:35.171353,2026-07-08 12:15:35.171353,28,0,1,0,0,0.9,0
INV-100279,XYZ Solutions,37UEGME4175EXZR,Electronics,UPI,56025.86,10084.65,60,2025-11-23 12:15:35.171363,2026-01-22 12:15:35.171363,18,0,1,0,0,1.01,0
INV-100280,Prime Electronics,29TEXSG7755WJZT,Hardware,Cheque,39944.34,7189.98,30,2026-04-26 12:15:35.171372,2026-05-26 12:15:35.171372,98,0,1,0,0,0.64,0
